,node1,node2,gender1,gender2,grt,score,biscore
372,129,676,2,2,1,1,1
373,62,74,1,1,1,1,1
374,136,200,1,1,1,1,1
375,32,425,1,1,1,1,1
376,271,363,1,2,1,1,1
377,5,332,2,1,1,1,1
378,139,854,1,1,1,1,1
379,62,390,1,1,1,1,1
380,196,924,1,1,1,1,1
381,883,890,2,1,1,1,1
382,140,203,2,2,1,1,1
383,218,819,1,1,1,1,1
384,149,627,2,2,1,1,1
385,575,989,1,1,1,1,1
386,192,265,1,2,1,1,1
387,139,274,1,2,1,1,1
388,519,623,1,1,1,1,1
389,44,397,2,1,1,1,1
390,228,577,2,2,1,1,1
391,64,738,1,1,1,1,1
392,617,887,2,2,1,1,1
393,45,134,1,1,1,1,1
394,84,604,1,2,1,1,1
395,54,124,2,2,1,1,1
396,1,96,2,2,1,1,1
397,10,254,2,2,1,1,1
398,229,458,1,1,1,1,1
399,305,426,1,2,1,1,1
400,551,994,1,2,1,1,1
401,39,206,1,1,1,1,1
402,574,577,2,2,1,1,1
403,85,636,2,2,1,1,1
404,11,361,2,2,1,1,1
405,357,487,2,2,1,1,1
406,200,446,1,1,1,1,1
407,105,487,2,2,1,1,1
408,15,406,2,2,1,1,1
409,61,596,1,1,1,1,1
410,517,833,1,1,1,1,1
411,454,783,2,2,1,1,1
412,359,646,2,1,1,1,1
413,89,422,2,2,1,1,1
414,278,424,1,1,1,1,1
415,49,577,2,2,1,1,1
416,830,935,1,2,1,1,1
417,196,519,1,1,1,1,1
418,92,720,1,2,1,1,1
419,66,707,2,2,1,1,1
420,343,577,2,2,1,1,1
421,126,339,1,1,1,1,1
422,22,126,1,1,1,1,1
423,444,452,2,1,1,1,1
424,250,535,2,1,1,1,1
425,107,386,1,1,1,1,1
426,206,378,1,2,1,1,1
427,245,272,1,2,1,1,1
428,339,452,1,1,1,1,1
429,272,507,2,2,1,1,1
430,440,732,1,1,1,1,1
431,292,581,1,2,1,1,1
432,345,545,1,1,1,1,1
433,368,846,1,1,1,1,1
434,21,355,2,1,1,1,1
435,233,773,2,2,1,1,1
436,489,659,1,2,1,1,1
437,39,67,1,1,1,1,1
438,9,180,2,1,1,1,1
439,318,398,1,1,1,1,1
440,85,385,2,2,1,1,1
441,161,465,2,1,1,1,1
442,119,166,2,2,1,1,1
443,172,567,1,1,1,1,1
444,52,109,1,1,1,1,1
445,289,486,1,1,1,1,1
446,42,214,1,1,1,1,1
447,118,277,2,2,1,1,1
448,134,526,1,1,1,1,1
449,30,591,2,2,1,1,1
450,14,80,1,1,1,1,1
451,122,203,2,2,1,1,1
452,415,596,2,1,1,1,1
453,493,672,2,2,1,1,1
454,463,888,2,2,1,1,1
455,13,185,2,2,1,1,1
456,437,873,2,2,1,1,1
457,536,750,1,2,1,1,1
458,135,746,2,1,1,1,1
459,504,1014,2,2,1,1,1
460,383,407,2,2,1,1,1
461,277,486,2,1,1,1,1
462,279,312,2,1,1,1,1
463,408,410,2,2,1,1,1
464,417,604,1,2,1,1,1
465,126,222,1,1,1,1,1
466,22,501,1,1,1,1,1
467,520,623,2,1,1,1,1
468,68,339,1,1,1,1,1
469,153,507,1,2,1,1,1
470,72,229,2,1,1,1,1
471,127,577,2,2,1,1,1
472,298,619,1,1,1,1,1
473,113,600,2,2,1,1,1
474,101,247,1,1,1,1,1
475,135,370,2,2,1,1,1
476,52,444,1,2,1,1,1
477,665,739,2,2,1,1,1
478,24,149,2,2,1,1,1
479,333,437,2,2,1,1,1
480,109,334,1,1,1,1,1
481,328,523,1,2,1,1,1
482,9,33,2,2,1,1,1
483,212,536,1,1,1,1,1
484,548,846,1,1,1,1,1
485,375,429,2,1,1,1,1
486,363,378,2,2,1,1,1
487,127,370,2,2,1,1,1
488,23,407,1,2,1,1,1
489,622,675,2,2,1,1,1
490,147,619,1,1,1,1,1
491,359,428,2,2,1,1,1
492,151,416,2,1,1,1,1
493,37,410,2,2,1,1,1
494,233,359,2,2,1,1,1
495,16,139,2,1,1,1,1
496,663,664,1,2,1,1,1
497,262,275,1,1,1,1,1
498,45,161,1,2,1,1,1
499,29,572,1,1,1,1,1
500,107,616,1,1,1,1,1
501,10,219,2,2,1,1,1
502,33,682,2,2,1,1,1
503,72,400,2,2,1,1,1
504,275,725,1,1,1,1,1
505,261,490,2,1,1,1,1
506,120,380,2,2,1,1,1
507,360,427,1,1,1,1,1
508,355,656,1,1,1,1,1
509,816,1006,2,2,1,1,1
510,11,332,2,1,1,1,1
511,428,627,2,2,1,1,1
512,204,458,1,1,1,1,1
513,485,511,1,1,1,1,1
514,125,584,1,1,1,1,1
515,109,451,1,1,1,1,1
516,406,596,2,1,1,1,1
517,62,218,1,1,1,1,1
518,108,268,2,1,1,1,1
519,80,501,1,1,1,1,1
520,117,746,2,1,1,1,1
521,207,616,1,1,1,1,1
522,695,915,2,2,1,1,1
523,118,127,2,2,1,1,1
524,60,188,2,2,1,1,1
525,23,40,1,1,1,1,1
526,369,555,1,2,1,1,1
527,528,662,1,1,1,1,1
528,454,492,2,2,1,1,1
529,131,923,2,2,1,1,1
530,297,423,2,2,1,1,1
531,737,881,2,2,1,1,1
532,59,365,1,1,1,1,1
533,250,496,2,2,1,1,1
534,1,468,2,2,1,1,1
535,111,678,2,2,1,1,1
536,97,508,1,1,1,1,1
537,41,725,1,1,1,1,1
538,124,642,2,2,1,1,1
539,38,673,2,2,1,1,1
540,755,913,2,2,1,1,1
541,72,283,2,1,1,1,1
542,402,660,2,2,1,1,1
543,134,231,1,1,1,1,1
544,655,899,2,2,1,1,1
545,180,289,1,1,1,1,1
546,16,706,2,2,1,1,1
547,394,451,2,1,1,1,1
548,267,595,1,2,1,1,1
549,290,656,1,1,1,1,1
550,6,316,2,1,1,1,1
551,513,648,2,2,1,1,1
552,75,283,2,1,1,1,1
553,167,331,1,1,1,1,1
554,100,190,2,2,1,1,1
555,556,633,2,2,1,1,1
556,118,270,2,2,1,1,1
557,464,673,2,2,1,1,1
558,104,328,1,1,1,1,1
559,344,503,2,2,1,1,1
560,127,468,2,2,1,1,1
561,143,275,1,1,1,1,1
562,242,490,2,1,1,1,1
563,122,180,2,1,1,1,1
564,69,619,1,1,1,1,1
565,4,218,1,1,1,1,1
566,403,559,2,2,1,1,1
567,170,750,2,2,1,1,1
568,43,628,1,1,1,1,1
569,142,328,1,1,1,1,1
570,97,205,1,2,1,1,1
571,316,425,1,1,1,1,1
572,560,690,2,2,1,1,1
573,117,179,2,1,1,1,1
574,283,577,1,2,1,1,1
575,179,528,1,1,1,1,1
576,59,230,1,2,1,1,1
577,121,289,2,1,1,1,1
578,211,419,1,1,1,1,1
579,107,274,1,2,1,1,1
580,144,280,2,2,1,1,1
581,1,161,2,2,1,1,1
582,67,305,1,1,1,1,1
583,0,278,1,1,1,1,1
584,318,706,1,2,1,1,1
585,154,611,2,2,1,1,1
586,253,503,1,2,1,1,1
587,200,253,1,1,1,1,1
588,20,72,1,2,1,1,1
589,114,174,1,2,1,1,1
590,24,186,2,2,1,1,1
591,33,444,2,2,1,1,1
592,328,528,1,1,1,1,1
593,51,528,1,1,1,1,1
594,229,643,1,1,1,1,1
595,123,384,2,1,1,1,1
596,363,401,2,1,1,1,1
597,51,204,1,1,1,1,1
598,173,545,1,1,1,1,1
599,251,405,2,1,1,1,1
600,514,639,2,2,1,1,1
601,66,514,2,2,1,1,1
602,292,448,1,1,1,1,1
603,697,781,1,1,1,1,1
604,102,378,2,2,1,1,1
605,88,276,1,1,1,1,1
606,418,669,1,1,1,1,1
607,420,499,2,2,1,1,1
608,16,160,2,2,1,1,1
609,461,682,2,2,1,1,1
610,110,691,2,2,1,1,1
611,375,725,2,1,1,1,1
612,497,623,2,1,1,1,1
613,33,653,2,2,1,1,1
614,72,117,2,2,1,1,1
615,0,97,1,1,1,1,1
616,392,459,2,1,1,1,1
617,253,268,1,1,1,1,1
618,200,360,1,1,1,1,1
619,147,355,1,1,1,1,1
620,119,359,2,2,1,1,1
621,142,682,1,2,1,1,1
622,310,620,2,1,1,1,1
623,243,443,1,2,1,1,1
624,42,425,1,1,1,1,1
625,132,299,1,1,1,1,1
626,501,596,1,1,1,1,1
627,7,597,1,1,1,1,1
628,39,324,1,1,1,1,1
629,179,494,1,1,1,1,1
630,98,226,1,2,1,1,1
631,278,486,1,1,1,1,1
632,688,856,2,2,1,1,1
633,19,454,2,2,1,1,1
634,335,352,2,2,1,1,1
635,321,818,2,2,1,1,1
636,203,306,2,2,1,1,1
637,406,501,2,1,1,1,1
638,438,538,1,2,1,1,1
639,140,176,2,2,1,1,1
640,326,862,2,2,1,1,1
641,455,894,1,1,1,1,1
642,3,265,1,2,1,1,1
643,280,642,2,2,1,1,1
644,349,407,2,2,1,1,1
645,10,535,2,1,1,1,1
646,97,471,1,1,1,1,1
647,337,448,2,1,1,1,1
648,244,401,1,1,1,1,1
649,11,16,2,2,1,1,1
650,116,890,1,1,1,1,1
651,171,500,1,1,1,1,1
652,454,756,2,2,1,1,1
653,119,248,2,2,1,1,1
654,289,316,1,1,1,1,1
655,132,158,1,2,1,1,1
656,118,291,2,1,1,1,1
657,14,158,1,2,1,1,1
658,489,789,1,2,1,1,1
659,251,383,2,2,1,1,1
660,493,726,2,1,1,1,1
661,50,357,1,2,1,1,1
662,89,505,2,2,1,1,1
663,321,655,2,2,1,1,1
664,316,390,1,1,1,1,1
665,202,380,2,2,1,1,1
666,981,1035,2,2,1,1,1
667,229,278,1,1,1,1,1
668,139,242,1,2,1,1,1
669,185,912,2,2,1,1,1
670,97,364,1,2,1,1,1
671,261,555,2,2,1,1,1
672,7,59,1,1,1,1,1
673,244,356,1,1,1,1,1
674,101,189,1,1,1,1,1
675,285,471,1,1,1,1,1
676,342,411,2,2,1,1,1
677,263,529,2,2,1,1,1
678,180,465,1,1,1,1,1
679,270,343,2,2,1,1,1
680,85,348,2,1,1,1,1
681,108,595,2,2,1,1,1
682,80,180,1,1,1,1,1
683,82,862,1,2,1,1,1
684,105,519,2,1,1,1,1
685,347,590,1,1,1,1,1
686,204,205,1,2,1,1,1
687,665,869,2,2,1,1,1
688,709,888,2,2,1,1,1
689,319,748,1,1,1,1,1
690,397,419,1,1,1,1,1
691,201,546,1,1,1,1,1
692,53,513,2,2,1,1,1
693,60,355,2,1,1,1,1
694,230,518,2,2,1,1,1
695,59,426,1,2,1,1,1
696,391,427,2,1,1,1,1
697,47,325,1,1,1,1,1
698,287,362,1,1,1,1,1
699,49,289,2,1,1,1,1
700,141,273,2,2,1,1,1
701,482,625,2,2,1,1,1
702,235,331,2,1,1,1,1
703,110,660,2,2,1,1,1
704,617,704,2,2,1,1,1
705,148,151,1,2,1,1,1
706,208,394,2,2,1,1,1
707,233,1001,2,1,1,1,1
708,0,390,1,1,1,1,1
709,516,950,1,1,1,1,1
710,318,338,1,1,1,1,1
711,43,233,1,2,1,1,1
712,552,881,2,2,1,1,1
713,204,444,1,2,1,1,1
714,190,251,2,2,1,1,1
715,266,299,1,1,1,1,1
716,259,574,2,2,1,1,1
717,104,135,1,2,1,1,1
718,94,369,1,1,1,1,1
719,373,678,1,2,1,1,1
720,66,206,2,1,1,1,1
721,195,526,1,1,1,1,1
722,271,429,1,1,1,1,1
723,188,349,2,2,1,1,1
724,762,822,2,2,1,1,1
725,490,533,1,1,1,1,1
726,231,494,1,1,1,1,1
727,217,356,1,1,1,1,1
728,2,315,2,2,1,1,1
729,41,199,1,1,1,1,1
730,260,615,1,2,1,1,1
731,139,348,1,1,1,1,1
732,625,739,2,2,1,1,1
733,148,486,1,1,1,1,1
734,634,659,2,2,1,1,1
735,196,426,1,2,1,1,1
736,101,275,1,1,1,1,1
737,617,845,2,1,1,1,1
738,260,338,1,1,1,1,1
739,299,508,1,1,1,1,1
740,13,646,2,1,1,1,1
741,158,433,2,1,1,1,1
742,324,601,1,2,1,1,1
743,38,859,2,2,1,1,1
744,130,789,1,2,1,1,1
745,134,601,1,2,1,1,1
746,240,370,2,2,1,1,1
747,62,143,1,1,1,1,1
748,94,252,1,1,1,1,1
749,274,487,2,2,1,1,1
750,207,519,1,1,1,1,1
751,142,150,1,1,1,1,1
752,352,634,2,2,1,1,1
753,31,634,2,2,1,1,1
754,40,199,1,1,1,1,1
755,95,355,1,1,1,1,1
756,307,371,2,2,1,1,1
757,277,407,2,2,1,1,1
758,226,353,2,1,1,1,1
759,173,294,1,2,1,1,1
760,25,343,2,2,1,1,1
761,617,1025,2,2,1,1,1
762,267,318,1,1,1,1,1
763,343,523,2,2,1,1,1
764,10,487,2,2,1,1,1
765,139,201,1,1,1,1,1
766,171,696,1,2,1,1,1
767,44,202,2,2,1,1,1
768,120,160,2,2,1,1,1
769,147,416,1,1,1,1,1
770,149,242,2,2,1,1,1
771,656,746,1,1,1,1,1
772,102,653,2,2,1,1,1
773,517,584,1,1,1,1,1
774,247,305,1,1,1,1,1
775,164,987,2,2,1,1,1
776,219,272,2,2,1,1,1
777,226,524,2,1,1,1,1
778,32,317,1,1,1,1,1
779,394,444,2,2,1,1,1
780,105,554,2,1,1,1,1
781,51,150,1,1,1,1,1
782,23,324,1,1,1,1,1
783,99,162,1,1,1,1,1
784,69,518,1,2,1,1,1
785,274,346,2,2,1,1,1
786,493,614,2,2,1,1,1
787,313,768,1,2,1,1,1
788,142,285,1,1,1,1,1
789,255,444,2,2,1,1,1
790,47,416,1,1,1,1,1
791,123,518,2,2,1,1,1
792,588,603,1,1,1,1,1
793,420,421,2,2,1,1,1
794,226,500,2,1,1,1,1
795,373,500,1,1,1,1,1
796,89,805,2,2,1,1,1
797,276,331,1,1,1,1,1
798,449,873,1,2,1,1,1
799,116,185,1,2,1,1,1
800,764,765,1,1,1,1,1
801,261,443,2,2,1,1,1
802,7,75,1,2,1,1,1
803,210,341,2,2,1,1,1
804,200,338,1,1,1,1,1
805,601,682,2,2,1,1,1
806,95,705,1,2,1,1,1
807,9,127,2,2,1,1,1
808,131,428,2,2,1,1,1
809,80,324,1,1,1,1,1
810,66,235,2,2,1,1,1
811,375,407,2,2,1,1,1
812,329,619,1,1,1,1,1
813,545,895,1,1,1,1,1
814,123,343,2,2,1,1,1
815,365,494,1,1,1,1,1
816,14,405,1,1,1,1,1
817,62,417,1,1,1,1,1
818,514,520,2,2,1,1,1
819,115,709,2,2,1,1,1
820,477,1014,2,2,1,1,1
821,545,699,1,1,1,1,1
822,54,531,2,2,1,1,1
823,102,303,2,2,1,1,1
824,572,971,1,1,1,1,1
825,330,426,1,2,1,1,1
826,802,947,2,2,1,1,1
827,72,426,2,2,1,1,1
828,42,526,1,1,1,1,1
829,224,741,2,2,1,1,1
830,281,531,1,2,1,1,1
831,85,541,2,2,1,1,1
832,18,422,2,2,1,1,1
833,20,168,1,1,1,1,1
834,114,398,1,1,1,1,1
835,303,424,2,1,1,1,1
836,130,782,1,1,1,1,1
837,42,66,1,2,1,1,1
838,240,343,2,2,1,1,1
839,389,977,1,1,1,1,1
840,255,278,2,1,1,1,1
841,84,142,1,1,1,1,1
842,47,122,1,2,1,1,1
843,222,244,1,1,1,1,1
844,95,270,1,2,1,1,1
845,5,530,2,2,1,1,1
846,597,953,1,1,1,1,1
847,69,240,1,2,1,1,1
848,36,94,2,1,1,1,1
849,151,383,2,2,1,1,1
850,469,776,1,2,1,1,1
851,332,554,1,1,1,1,1
852,11,71,2,1,1,1,1
853,172,210,1,2,1,1,1
854,155,958,2,1,1,1,1
855,152,380,1,2,1,1,1
856,20,307,1,2,1,1,1
857,165,427,1,1,1,1,1
858,511,553,1,2,1,1,1
859,384,526,1,1,1,1,1
860,229,596,1,1,1,1,1
861,194,284,2,2,1,1,1
862,14,51,1,1,1,1,1
863,201,616,1,1,1,1,1
864,23,291,1,1,1,1,1
865,161,574,2,2,1,1,1
866,4,156,1,1,1,1,1
867,13,218,2,1,1,1,1
868,322,619,2,1,1,1,1
869,338,469,1,1,1,1,1
870,411,464,2,2,1,1,1
